epoch,loss,accuracy
0.0,0.06576609149395587,98.21230158730158
2.0,0.11575497957159231,96.10912698412697
4.0,0.026618067289201477,99.17261904761905
6.0,0.024385870097729207,99.2202380952381
8.0,0.02366425574424459,99.26785714285714
10.0,0.023964694122825796,99.28174603174604
12.0,0.022851820260792768,99.32936507936509
14.0,0.02263770521942557,99.29761904761905
16.0,0.023478062134673395,99.25595238095238
18.0,0.0222971132211269,99.32539682539682
20.0,0.02310130628624217,99.24603174603175
22.0,0.023037728272924475,99.30555555555556
24.0,0.023182081499389315,99.30555555555556
26.0,0.022607408774789745,99.30357142857143
