epoch,loss,accuracy
0.0,0.06455242270420104,98.2199503326264
2.0,0.0396528506069174,98.80181992858049
4.0,0.026179914063046927,99.19154567041892
6.0,0.025296495540641256,99.21692316058514
8.0,0.021560593222919148,99.32205847698805
10.0,0.02070258421467654,99.36012471223738
12.0,0.021220723937064076,99.32205847698805
14.0,0.020708346790326175,99.36737542371345
16.0,0.02037605856898567,99.36737542371345
18.0,0.021455442729904944,99.34199793354723
20.0,0.02093665543510125,99.4072543368318
22.0,0.020398936415992767,99.3945655917487
24.0,0.01986010874436683,99.40906701470081
26.0,0.020827415306269668,99.34199793354723
